Model,Souce,Comment
Tucson,KBB,"We really liked our 2020 Tucson until the problems started. We have the Limited version with all leather interior and all of the features that came standard were great. It rides great and is quieter than our last several vehicles. Financing was 0% for up to 84 months. Bought it new in June 2020. 3 months later the outside temperature sensor began showing it was below freezing when it was 80+ degrees outside preventing the air conditioner from running. After 3 trips to the dealer trying to diagnose the problem, replacing the ambient temperature sensor, and finally a computer control module, and the heater control, it was fixed. Ended up leaving it at the dealer for a total of 4 weeks. Things were good for almost a year then the remote start and other remote actions quit working. Dealer did diagnostic that showed no problems. Blue link uses the Verizon cell phone network (not satellite) and they told us we were in a weak reception area. However when we first got it the remote actions worked fine. Our daughter’s Hyundai works sitting next to ours that doesn’t even in a good reception area where she lives. Within a few days the touchscreen would only show the Hyundai symbol and the radio would play and go off constantly. Took it to the dealer and they ordered a new touchscreen/radio. Still waiting for the part and now the battery started going dead. Took it back to the dealer where it is right now. They suspect that the radio is shorting out and causing a drain on the battery. It also may be the problem with the remote actions. Can’t complain about the dealer’s service manager and service department as they have treated us very well giving us two different brand new loaner vehicles when they have kept our car and working to get the car fixed. But I believe we got a lemon that was built during the pandemic and we wonder what will be next, but we can’t afford to trade it without losing money."
Tucson,KBB,Drive smoothly
Tucson,KBB,No cons
Tucson,KBB,Perfect condition. Low mileage. Barely used. Ready to drive. This car can be available within a day notice. Price is negotiable.
Tucson,KBB,"Fast and nimble, great gas mileage; 37 mpg highway"
Tucson,KBB,Radio speakers are not good...
Tucson,KBB,"2016 Tucson Limited. This is probably the best car I have owned. Initially, the car had a hesitation problem; starting from a light or stop sign the car would hesitate. I complained a few times to the dealer but it continued. A year later they reinstalled the software for my transmission and the car has been perfect every since. I like the car and I like the dealer and intend to update to a new Tucson or Santa Fe within the next year."
Tucson,KBB,No mechanical issues yet after 6k miles.
Tucson,KBB,"2021 Tucson Limited FWD. 
~~Wife likes it, I hate it. My first major complaint is that the power driver's seat doesn't go down far enough, so I feel like I am always sitting on a booster seat that has me leaning forward into the windshield. Not to mention, at 5'10"" tall, for the same reason I have to contort my body and neck just to get in the vehicle! Unless you are 5'5"" or under (like my wife), the ergonomics of the driver's cabin are all wrong and very uncomfortable for a normal size person, especially for long trips! The driver's seat is also very bouncy feeling, and not very comfortable either.
Furthermore -  
~~The cell-phone battery charging feature never works consistently on any phone we have tried.
~~The electric brakes have no feel to them whatsoever. Terrible.
~~All the features of a Limited, yet there is NO compass (are you kidding me?!)!...lol.
~~The road noise, especially for a limited, is annoying as well. 
~~The blue-link stuff is only free for a short time, and then you have to pay up annually to access the same features that were free when you bought the car. *rolls eyes*. 
~~The engine is painfully under-powered even for people like me that don't need a more powerful engine to be happy. You will constantly find yourself having to nearly floor it to get it to downshift and actually accelerate at a normal pace. Then switch to 'sport mode' you say? Sure, then REALLY watch your mpg avg drop!
~~The cruise control, in it's basic, unassisted setting is HUGELY annoying, as it is very laggy and is  far more concerned about keeping you 3-4 mph UNDER the speed you set, than actually keeping your speed at your requested setting.
~~Under no circumstances has it even come close to the advertised mpg ratings for city or highway driving. I could go on... :( We will be trading it off very soon."
Tucson,KBB,"Great driving experience, great gas mileage"
Tucson,KBB,some road noise
Tucson,KBB,"Very intuitive Car! Beautiful car styling and love the mohave sand color. Power everything, and the automatic lift hatchback is amazing. Everything about this car is smooth. Big car feel on the inside with midsize car handling abilities. Great features across the board. GREAT gas mileage. Super happy with my Tucson!"
Tucson,KBB,Fun to drive
Tucson,KBB,Design needs work
Tucson,KBB,"The size is good, I just don't like the plain-looking hatch in the back. The weels and front end look ok. It could use some better performance driving"
Tucson,KBB,NICE LOOKING
